player,pass_att,pass_cmp,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fumble_lost,fpts,team,position,rec_att,rec_yds,rec_td,updated_date
Dallas Goedert,,,,,,,,,0.6,98.3,PHI,TE,63.3,741.3,4.2,09.01.2023
Pat Freiermuth,,,,,,,,,0.2,88.2,PIT,TE,60.5,639.4,4.1,09.01.2023
Evan Engram,,,,,,,,,0.2,87.5,JAC,TE,62.6,653.8,3.6,09.01.2023
Chigoziem Okonkwo,,,,,,,,,0.1,83.1,TEN,TE,47.6,577.6,3.8,09.01.2023
David Njoku,,,,,,,,,0.4,82.9,CLE,TE,52.5,574.9,4.3,09.01.2023
Dalton Schultz,,,,,,,,,0.5,81.0,HOU,TE,55.9,571.0,4.1,09.01.2023
Greg Dulcich,,,,,,,,,0.1,78.6,DEN,TE,46.9,576.2,3.5,09.01.2023
Cole Kmet,,,,,,,,,0.2,77.1,CHI,TE,47.6,518.2,4.2,09.01.2023
Tyler Higbee,,,,,,,,,0.1,76.6,LAR,TE,60.1,566.6,3.3,09.01.2023
Dalton Kincaid,,,,,,,,,0.4,75.8,BUF,TE,44.2,509.6,4.3,09.01.2023
Juwan Johnson,,,,,,,,,0.1,74.4,NO,TE,41.1,488.2,4.3,09.01.2023
Gerald Everett,,,,,,,,,0.3,74.1,LAC,TE,50.7,523.4,3.7,09.01.2023
Sam LaPorta,,,,,,,,,0.6,69.4,DET,TE,44.0,482.7,3.7,09.01.2023
Hunter Henry,,,,,,,,,0.1,66.9,NE,TE,42.5,495.9,2.9,09.01.2023
Irv Smith Jr.,,,,,,,,,0.1,65.3,CIN,TE,43.2,410.1,4.1,09.01.2023
Noah Fant,,,,,,,,,0.1,64.7,SEA,TE,45.4,467.3,3.0,09.01.2023
Dawson Knox,,,,,,,,,0.2,62.1,BUF,TE,36.8,409.0,3.6,09.01.2023
Cade Otton,,,,,,,,,0.1,61.3,TB,TE,45.2,464.3,2.5,09.01.2023
Hayden Hurst,,,,,,,,,0.5,60.9,CAR,TE,46.6,442.2,2.9,09.01.2023
Zach Ertz,,,,,,,,,0.1,60.1,ARI,TE,43.7,437.5,2.8,09.01.2023
Tyler Conklin,,,,,,,,,0.1,58.5,NYJ,TE,45.6,436.1,2.5,09.01.2023
Mike Gesicki,,,,,,,,,0.1,57.8,NE,TE,36.2,414.5,2.8,09.01.2023
Jake Ferguson,,,,,,,,,0.1,56.6,DAL,TE,38.4,388.0,3.0,09.01.2023
Taysom Hill,,,,,,,,,1.1,56.4,NO,TE,12.9,181.8,1.7,09.01.2023
Michael Mayer,,,,,,,,,0.4,55.6,LV,TE,37.3,401.0,2.7,09.01.2023
Luke Musgrave,,,,,,,,,0.4,53.7,GB,TE,36.0,385.9,2.6,09.01.2023
Logan Thomas,,,,,,,,,0.1,52.7,WAS,TE,42.6,403.5,2.1,09.01.2023
Trey McBride,,,,,,,,,0.1,49.9,ARI,TE,34.9,378.0,2.0,09.01.2023
Jelani Woods,,,,,,,,,0.0,45.5,IND,TE,26.0,333.1,2.0,09.01.2023
Isaiah Likely,,,,,,,,,0.0,43.0,BAL,TE,24.2,298.0,2.2,09.01.2023
Austin Hooper,,,,,,,,,0.0,39.6,LV,TE,28.4,295.2,1.7,09.01.2023
Durham Smythe,,,,,,,,,0.0,32.7,MIA,TE,25.8,235.3,1.5,09.01.2023
Noah Gray,,,,,,,,,0.0,31.5,KC,TE,21.1,220.8,1.5,09.01.2023
Luke Schoonmaker,,,,,,,,,0.3,31.3,DAL,TE,21.0,230.2,1.5,09.01.2023
Donald Parham Jr.,,,,,,,,,0.0,30.9,LAC,TE,18.9,207.5,1.7,09.01.2023
Adam Trautman,,,,,,,,,0.1,30.0,DEN,TE,21.5,224.9,1.3,09.01.2023
Kylen Granson,,,,,,,,,0.0,29.9,IND,TE,22.4,228.8,1.1,09.01.2023
Foster Moreau,,,,,,,,,0.3,29.4,NO,TE,17.5,229.6,1.2,09.01.2023
Brock Wright,,,,,,,,,0.0,29.2,DET,TE,17.2,176.5,1.9,09.01.2023
Will Dissly,,,,,,,,,0.1,29.0,SEA,TE,21.3,215.4,1.2,09.01.2023
Robert Tonyan,,,,,,,,,0.0,28.7,CHI,TE,18.6,200.3,1.4,09.01.2023
C.J. Uzomah,,,,,,,,,0.0,28.6,NYJ,TE,19.4,197.9,1.5,09.01.2023
Jonnu Smith,,,,,,,,,0.0,28.5,ATL,TE,18.9,207.2,1.2,09.01.2023
Mo Alie-Cox,,,,,,,,,0.4,27.0,IND,TE,15.3,184.8,1.6,09.01.2023
Brenton Strange,,,,,,,,,0.3,26.1,JAC,TE,20.4,189.1,1.3,09.01.2023
Jordan Akins,,,,,,,,,0.1,25.6,CLE,TE,15.8,192.6,1.1,09.01.2023
Harrison Bryant,,,,,,,,,0.2,24.5,CLE,TE,18.0,181.1,1.1,09.01.2023
Josiah Deguara,,,,,,,,,0.0,23.6,GB,TE,18.8,176.8,1.0,09.01.2023
Colby Parkinson,,,,,,,,,0.0,23.0,SEA,TE,15.0,174.9,0.9,09.01.2023
Tommy Tremble,,,,,,,,,0.4,22.7,CAR,TE,15.8,148.5,1.4,09.01.2023
Josh Oliver,,,,,,,,,0.0,22.7,MIN,TE,15.7,156.9,1.2,09.01.2023
Tucker Kraft,,,,,,,,,0.3,22.4,GB,TE,15.2,166.6,1.1,09.01.2023
Darnell Washington,,,,,,,,,0.3,22.3,PIT,TE,15.1,180.4,0.8,09.01.2023
Teagan Quitoriano,,,,,,,,,0.1,22.0,HOU,TE,13.4,156.2,1.1,09.01.2023
Ian Thomas,,,,,,,,,0.0,21.0,CAR,TE,17.2,163.6,0.8,09.01.2023
Lawrence Cager,,,,,,,,,0.0,20.3,NYG,TE,11.9,138.0,1.1,09.01.2023
Jimmy Graham,,,,,,,,,0.0,20.2,NO,TE,12.6,142.5,1.0,09.01.2023
Daniel Bellinger,,,,,,,,,0.3,20.0,NYG,TE,13.7,159.5,0.8,09.01.2023
Brevin Jordan,,,,,,,,,0.0,19.5,HOU,TE,13.0,153.4,0.7,09.01.2023
Elijah Higgins,,,,,,,,,0.1,19.0,ARI,TE,12.0,148.6,0.7,09.01.2023
Blake Bell,,,,,,,,,0.0,18.8,KC,TE,11.3,109.2,0.9,09.01.2023
Peyton Hendershot,,,,,,,,,0.0,18.1,DAL,TE,9.3,116.9,1.0,09.01.2023
Connor Heyward,,,,,,,,,0.1,17.6,PIT,TE,10.5,116.1,0.8,09.01.2023
Josh Whyle,,,,,,,,,0.0,17.4,TEN,TE,11.8,124.4,0.8,09.01.2023
Ko Kieft,,,,,,,,,0.1,17.1,TB,TE,11.5,121.6,0.8,09.01.2023
Brycen Hopkins,,,,,,,,,0.0,16.8,LAR,TE,9.6,125.0,0.7,09.01.2023
Albert Okwuegbunam,,,,,,,,,0.1,16.8,PHI,TE,9.6,124.5,0.8,09.01.2023
Hunter Long,,,,,,,,,0.1,16.6,LAR,TE,10.3,125.2,0.7,09.01.2023
Ben Sims,,,,,,,,,0.0,16.6,GB,TE,11.0,106.0,1.0,09.01.2023
Davis Allen,,,,,,,,,0.4,16.0,LAR,TE,19.2,126.3,0.6,09.01.2023
Charlie Kolar,,,,,,,,,0.0,15.9,BAL,TE,9.9,116.0,0.7,09.01.2023
John Bates,,,,,,,,,0.0,15.7,WAS,TE,11.9,119.0,0.6,09.01.2023
Tre' McKitty,,,,,,,,,0.0,15.0,LAC,TE,10.7,110.6,0.7,09.01.2023
Trevon Wesco,,,,,,,,,0.1,14.8,TEN,TE,9.8,107.8,0.7,09.01.2023
James Mitchell,,,,,,,,,0.0,14.8,DET,TE,8.8,108.4,0.7,09.01.2023
Payne Durham,,,,,,,,,0.3,14.7,TB,TE,11.1,111.4,0.6,09.01.2023
Eric Saubert,,,,,,,,,0.0,14.4,MIA,TE,12.5,108.5,0.6,09.01.2023
Will Mallory,,,,,,,,,0.0,13.8,IND,TE,8.7,96.0,0.7,09.01.2023
Geoff Swaim,,,,,,,,,0.0,13.7,ARI,TE,12.0,95.7,0.7,09.01.2023
Stephen Sullivan,,,,,,,,,0.1,13.7,CAR,TE,8.7,101.8,0.6,09.01.2023
Tyler Kroft,,,,,,,,,0.0,13.4,MIA,TE,9.3,88.0,0.8,09.01.2023
Ross Dwelley,,,,,,,,,0.0,13.3,SF,TE,5.6,92.2,0.7,09.01.2023
Zack Kuntz,,,,,,,,,0.1,13.0,NYJ,TE,0.0,114.0,0.3,09.01.2023
Jack Stoll,,,,,,,,,0.0,12.9,PHI,TE,9.4,102.1,0.4,09.01.2023
Jeremy Ruckert,,,,,,,,,0.0,12.5,NYJ,TE,6.9,91.7,0.6,09.01.2023
Drew Sample,,,,,,,,,0.1,12.3,CIN,TE,9.8,89.4,0.6,09.01.2023
Marcedes Lewis,,,,,,,,,0.1,12.2,CHI,TE,6.6,65.4,1.0,09.01.2023
Tanner Hudson,,,,,,,,,0.0,11.4,CIN,TE,11.8,84.4,0.5,09.01.2023
Cole Turner,,,,,,,,,0.1,11.3,WAS,TE,5.9,96.0,0.3,09.01.2023
Quintin Morris,,,,,,,,,0.4,11.3,BUF,TE,7.3,85.0,0.6,09.01.2023
Jody Fortson,,,,,,,,,0.5,11.1,KC,TE,6.1,96.3,0.4,09.01.2023
Johnny Mundt,,,,,,,,,0.0,11.0,MIN,TE,7.7,78.7,0.5,09.01.2023
Chris Manhertz,,,,,,,,,0.0,10.7,DEN,TE,6.7,77.5,0.5,09.01.2023
Reggie Gilliam,,,,,,,,,0.0,10.6,BUF,TE,8.3,64.8,0.6,09.01.2023
Mitchell Wilcox,,,,,,,,,0.0,10.6,CIN,TE,8.3,87.3,0.3,09.01.2023
Luke Farrell,,,,,,,,,0.0,10.4,JAC,TE,6.5,78.5,0.4,09.01.2023
Giovanni Ricci,,,,,,,,,0.0,10.3,CAR,TE,6.4,89.4,0.2,09.01.2023
Stone Smartt,,,,,,,,,0.0,10.0,LAC,TE,9.1,63.2,0.6,09.01.2023
Jesper Horsted,,,,,,,,,0.0,9.4,LV,TE,5.9,64.8,0.5,09.01.2023
Andrew Beck,,,,,,,,,0.0,9.4,HOU,TE,7.8,60.5,0.3,09.01.2023
John FitzPatrick,,,,,,,,,0.0,9.1,ATL,TE,6.6,53.3,0.6,09.01.2023
Grant Calcaterra,,,,,,,,,0.1,8.6,PHI,TE,3.2,69.3,0.3,09.01.2023
Kaden Smith,,,,,,,,,0.0,8.5,WAS,TE,6.3,57.9,0.5,09.01.2023
Brayden Willis,,,,,,,,,0.0,8.5,SF,TE,6.3,53.8,0.5,09.01.2023
MyCole Pruitt,,,,,,,,,0.0,8.4,ATL,TE,3.2,55.1,0.5,09.01.2023
Curtis Hodges,,,,,,,,,0.0,7.9,WAS,TE,6.3,48.2,0.5,09.01.2023
Charlie Woerner,,,,,,,,,0.1,7.6,SF,TE,5.4,55.4,0.4,09.01.2023
Julian Hill,,,,,,,,,0.0,7.5,MIA,TE,0.0,57.1,0.3,09.01.2023
Cameron Latu,,,,,,,,,0.1,7.3,SF,TE,4.2,57.2,0.3,09.01.2023
Matt Sokol,,,,,,,,,0.0,7.1,NE,TE,4.5,46.9,0.4,09.01.2023
Armani Rogers,,,,,,,,,0.0,7.0,WAS,TE,7.4,46.1,0.4,09.01.2023
Tyler Davis,,,,,,,,,0.0,6.7,GB,TE,4.3,42.7,0.4,09.01.2023
Andrew Ogletree,,,,,,,,,0.0,6.6,IND,TE,5.2,39.0,0.4,09.01.2023
Nick Vannett,,,,,,,,,0.0,6.5,LAC,TE,2.3,42.0,0.4,09.01.2023
Shane Zylstra,,,,,,,,,0.0,6.3,DET,TE,3.9,43.6,0.3,09.01.2023
David Wells,,,,,,,,,0.0,5.3,TB,TE,3.3,28.6,0.4,09.01.2023
Kenny Yeboah,,,,,,,,,0.0,5.3,NYJ,TE,0.0,35.0,0.3,09.01.2023
Tommy Sweeney,,,,,,,,,0.0,4.9,NYG,TE,3.7,34.2,0.3,09.01.2023
Tanner Taula,,,,,,,,,0.0,4.2,TB,TE,0.0,24.2,0.3,09.01.2023
Nate Adkins,,,,,,,,,0.0,4.2,DEN,TE,0.0,24.2,0.3,09.01.2023
Feleipe Franks,,,,,,,,,0.0,4.2,ATL,TE,3.1,28.9,0.2,09.01.2023
Pharaoh Brown,,,,,,,,,0.1,4.1,NE,TE,0.0,43.3,0.0,09.01.2023
Parker Hesse,,,,,,,,,0.0,4.0,ATL,TE,2.9,27.8,0.2,09.01.2023
Tyree Jackson,,,,,,,,,0.0,3.7,NYG,TE,1.2,20.1,0.3,09.01.2023
Sean McKeon,,,,,,,,,0.0,3.6,DAL,TE,1.1,18.6,0.3,09.01.2023
Kevin Rader,,,,,,,,,0.0,3.3,TEN,TE,0.8,16.2,0.3,09.01.2023
Tyler Mabry,,,,,,,,,0.0,2.8,SEA,TE,0.8,16.0,0.2,09.01.2023
Ben Mason,,,,,,,,,0.0,0.2,BAL,TE,0.3,2.0,0.0,09.01.2023
