player,pass_att,pass_cmp,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fumble_lost,fpts,team,position,rec_att,rec_yds,rec_td
Patrick Mahomes II,644.6,428.0,"5,173.6",39.8,9.2,69.0,439.2,3.9,1.0,450.5,KC,QB,,,
Josh Allen,615.7,390.9,"4,596.5",34.4,10.8,128.0,703.0,7.5,2.2,446.5,BUF,QB,,,
Jalen Hurts,531.1,350.1,"4,028.7",28.0,8.0,173.0,930.4,16.1,1.0,425.0,PHI,QB,,,
Lamar Jackson,535.0,329.0,"3,701.0",28.1,10.0,170.7,"1,085.1",7.4,1.5,396.1,BAL,QB,,,
Joe Burrow,635.2,425.7,"4,780.5",34.0,11.6,71.0,423.6,5.0,0.6,400.1,CIN,QB,,,
Justin Fields,464.0,283.0,"3,245.0",25.0,10.0,184.8,"1,265.4",8.9,0.7,375.8,CHI,QB,,,
Justin Herbert,690.0,468.0,"4,813.2",31.7,11.3,60.5,274.6,3.5,0.4,383.1,LAC,QB,,,
Deshaun Watson,544.0,343.0,"4,021.6",28.1,9.0,118.7,572.0,7.0,0.5,341.0,CLE,QB,,,
Dak Prescott,580.6,378.6,"4,247.8",31.9,12.9,66.0,304.6,3.3,1.8,342.9,DAL,QB,,,
Kirk Cousins,636.0,429.0,"4,619.0",31.8,9.9,41.6,102.4,2.1,0.7,357.2,MIN,QB,,,
Trevor Lawrence,596.9,395.8,"4,337.1",29.8,9.1,69.0,311.0,6.7,1.8,348.3,JAC,QB,,,
Daniel Jones,541.0,355.3,"3,669.5",22.6,6.0,122.0,750.8,6.0,1.9,340.8,NYG,QB,,,
Geno Smith,589.0,400.0,"4,258.9",28.9,8.8,72.0,366.5,4.0,1.6,362.9,SEA,QB,,,
Aaron Rodgers,610.0,381.0,"4,377.0",30.8,6.0,41.2,178.8,2.0,1.3,329.3,NYJ,QB,,,
Russell Wilson,553.4,353.8,"3,981.6",27.7,8.8,67.1,355.0,4.0,0.4,309.5,DEN,QB,,,
Tua Tagovailoa,596.0,384.8,"4,465.2",31.4,10.6,60.4,165.9,2.6,1.0,323.7,MIA,QB,,,
Jared Goff,600.5,389.7,"4,443.8",30.5,7.0,35.0,108.7,1.8,1.3,333.0,DET,QB,,,
Anthony Richardson,581.9,378.8,"4,308.4",27.3,10.0,200.0,"1,036.0",6.2,0.7,308.9,IND,QB,,,
Derek Carr,538.0,357.1,"4,198.7",26.6,10.9,36.0,155.5,2.7,0.6,287.1,NO,QB,,,
Kenny Pickett,570.0,369.0,"3,745.0",21.9,8.8,78.4,"1,137.9",8.2,0.7,288.2,PIT,QB,,,
Jordan Love,606.2,385.4,"4,337.7",26.2,12.5,58.0,255.8,2.4,1.0,295.2,GB,QB,,,
Brock Purdy,542.3,351.5,"3,958.5",27.7,6.7,44.6,246.6,3.5,0.9,283.6,SF,QB,,,
Matthew Stafford,558.1,370.6,"4,276.0",26.3,10.8,38.3,121.1,1.3,1.0,304.5,LAR,QB,,,
Bryce Young,545.3,349.4,"3,885.2",23.2,10.0,73.7,285.2,2.1,0.9,263.6,CAR,QB,,,
Jimmy Garoppolo,577.0,381.3,"3,885.5",25.3,11.4,34.0,125.8,2.0,1.0,290.2,LV,QB,,,
Mac Jones,563.4,370.1,"3,832.9",23.4,12.0,57.0,211.1,1.9,1.2,247.4,NE,QB,,,
C.J. Stroud,549.0,344.7,"3,730.2",21.4,11.8,71.2,303.9,2.0,0.8,262.4,HOU,QB,,,
Ryan Tannehill,500.1,327.1,"3,766.8",22.5,7.0,47.7,200.5,5.1,0.8,243.1,TEN,QB,,,
Sam Howell,594.0,376.5,"4,205.0",24.4,8.0,76.3,343.7,3.1,0.7,253.0,WAS,QB,,,
Kyler Murray,473.0,314.0,"3,254.6",15.0,6.6,86.3,464.6,3.5,1.9,230.9,ARI,QB,,,
Baker Mayfield,701.0,439.0,"4,151.0",24.2,7.0,47.6,204.1,1.8,0.8,252.0,TB,QB,,,
Desmond Ridder,559.3,351.2,"3,833.7",22.0,6.0,47.0,279.3,2.1,1.1,226.0,ATL,QB,,,
Joshua Dobbs,183.1,113.8,"3,300.4",18.5,4.1,30.0,363.1,2.6,0.9,228.3,ARI,QB,,,
Kyle Trask,243.9,152.7,"1,621.4",7.9,1.0,32.8,75.0,0.6,0.0,99.4,TB,QB,,,
Jacoby Brissett,355.0,187.0,"1,672.5",9.4,1.0,36.7,150.9,1.6,0.0,116.9,WAS,QB,,,
Will Levis,219.0,132.0,"1,384.5",7.3,0.0,32.2,74.8,0.9,0.0,84.1,TEN,QB,,,
Brian Hoyer,131.2,75.2,"1,217.1",6.3,2.0,27.4,70.6,0.8,0.0,75.8,LV,QB,,,
Taylor Heinicke,132.1,74.4,856.4,6.0,1.0,30.3,83.6,0.6,0.1,67.7,ATL,QB,,,
Gardner Minshew II,152.9,94.5,"1,240.4",7.1,1.0,20.3,59.2,0.7,0.5,81.8,IND,QB,,,
Sam Darnold,257.5,141.7,"1,321.4",4.6,1.0,39.8,121.7,0.7,0.0,45.2,SF,QB,,,
Bailey Zappe,151.1,86.8,779.6,4.0,2.5,27.8,45.6,0.3,0.2,48.3,NE,QB,,,
Mike White,167.0,96.3,870.3,3.3,2.0,29.3,48.9,0.3,0.0,37.5,MIA,QB,,,
Stetson Bennett,120.2,71.1,827.6,3.2,0.0,22.7,48.1,0.5,0.0,43.9,LAR,QB,,,
Davis Mills,165.9,92.4,820.7,3.1,1.0,33.0,61.6,0.4,0.0,39.7,HOU,QB,,,
Tyrod Taylor,67.5,42.1,454.5,3.3,0.0,28.2,142.9,0.5,0.0,34.3,NYG,QB,,,
Clayton Tune,174.6,104.3,990.3,2.2,1.0,27.4,61.3,0.4,0.0,32.4,ARI,QB,,,
Marcus Mariota,71.6,45.9,460.4,3.4,0.0,34.0,97.9,1.0,0.0,41.5,PHI,QB,,,
Trey Lance,249.9,152.2,"1,536.3",2.0,0.0,47.7,157.7,0.3,0.0,64.8,DAL,QB,,,
Mitch Trubisky,77.0,50.9,525.0,3.0,1.0,17.4,40.5,0.5,0.0,40.7,PIT,QB,,,
Andy Dalton,124.3,75.2,662.2,2.4,1.0,17.6,28.8,0.2,0.0,27.5,CAR,QB,,,
Sean Clifford,94.9,55.8,515.1,2.9,0.0,20.6,42.5,0.4,0.0,31.7,GB,QB,,,
Tyler Huntley,77.6,46.4,402.7,2.8,1.0,48.9,144.6,0.5,0.0,32.2,BAL,QB,,,
Jarrett Stidham,113.8,56.6,579.3,3.7,0.9,9.2,20.0,0.2,0.0,36.1,DEN,QB,,,
Teddy Bridgewater,137.3,69.1,553.5,2.3,0.0,8.4,21.0,0.2,0.0,27.3,DET,QB,,,
Blaine Gabbert,90.7,51.5,453.0,2.3,0.0,26.5,40.8,0.3,0.0,27.3,KC,QB,,,
Nick Mullens,74.0,61.0,463.1,2.7,1.0,9.0,16.0,0.2,0.2,26.8,MIN,QB,,,
Zach Wilson,154.7,84.2,865.5,1.6,0.8,8.2,28.6,0.3,0.1,20.4,NYJ,QB,,,
C.J. Beathard,111.0,63.4,561.6,1.9,0.8,27.0,42.5,0.3,0.0,25.0,JAC,QB,,,
Easton Stick,82.2,46.6,407.9,2.0,1.0,25.7,39.1,0.4,0.1,19.5,LAC,QB,,,
Drew Lock,103.2,50.6,569.7,2.0,0.9,10.3,18.0,0.3,0.0,21.4,SEA,QB,,,
Jameis Winston,56.0,39.3,623.7,2.8,1.0,5.0,19.0,0.5,0.0,28.9,NO,QB,,,
Brett Rypien,0.0,0.0,580.3,2.6,3.8,33.4,48.6,0.3,0.2,30.0,LAR,QB,,,
Cooper Rush,47.2,30.5,361.4,1.9,0.8,5.0,11.2,0.2,0.0,19.7,DAL,QB,,,
Dorian Thompson-Robinson,76.7,44.9,411.6,2.0,0.0,19.4,39.5,0.2,0.0,28.6,CLE,QB,,,
Tyson Bagent,61.5,39.0,441.2,2.8,1.0,18.1,36.1,0.3,0.0,30.3,CHI,QB,,,
Aidan O'Connell,130.4,77.2,720.8,1.0,0.0,22.7,48.7,0.2,0.0,21.6,LV,QB,,,
Malik Willis,131.2,75.2,670.5,1.3,1.0,27.4,44.1,0.3,0.0,18.0,TEN,QB,,,
Kyle Allen,99.2,61.7,654.1,1.6,0.9,18.6,39.1,0.3,0.0,15.5,BUF,QB,,,
Hendon Hooker,76.7,44.9,411.6,0.0,5.1,19.4,39.5,0.2,1.5,10.8,DET,QB,,,
Matt Corral,34.3,22.2,491.2,2.0,0.8,22.5,44.2,0.5,0.0,28.8,NE,QB,,,
Skylar Thompson,90.7,51.5,453.0,1.3,0.8,26.5,40.8,0.1,0.0,10.8,MIA,QB,,,
Logan Woodside,0.0,0.0,182.4,0.7,1.1,0.0,1.4,0.3,0.2,9.9,ATL,QB,,,
Case Keenum,119.6,59.1,414.2,0.5,0.7,10.0,1.2,0.1,0.1,10.2,HOU,QB,,,
Brandon Allen,0.0,0.0,0.0,3.4,3.4,16.4,7.6,0.0,0.6,0.0,SF,QB,,,
Jake Browning,37.4,23.7,246.9,1.9,0.0,22.5,44.2,0.2,0.0,18.5,CIN,QB,,,
PJ Walker,81.7,34.9,282.6,0.7,1.5,20.0,48.7,0.1,0.1,8.1,CLE,QB,,,
Tanner McKee,16.9,10.0,157.0,1.0,0.0,20.7,40.8,0.2,0.0,8.1,PHI,QB,,,
Jake Haener,15.0,10.0,169.4,1.0,0.0,22.5,44.2,0.2,0.0,9.6,NO,QB,,,
David Blough,0.0,0.0,145.1,1.7,1.4,33.4,48.6,0.1,0.1,7.1,DET,QB,,,
Mason Rudolph,0.0,0.0,15.7,1.2,0.1,17.7,22.3,0.0,0.0,0.8,PIT,QB,,,
Jaren Hall,20.0,13.0,142.0,1.0,0.0,22.5,44.2,0.2,0.0,8.0,MIN,QB,,,
Jeff Driskel,20.3,14.7,104.6,0.4,2.7,1.0,2.1,0.0,0.0,3.4,ARI,QB,,,
Matt Barkley,0.0,0.0,93.7,1.7,0.7,33.4,48.6,0.1,0.1,4.1,BUF,QB,,,
Nathan Peterman,0.0,0.0,23.9,0.4,1.6,0.0,0.8,0.2,0.1,1.1,CHI,QB,,,
Feleipe Franks,0.0,0.0,0.0,1.7,6.9,33.4,48.6,0.0,1.5,0.0,ATL,QB,,,
John Wolford,0.0,0.0,0.0,1.7,6.9,33.4,48.6,0.0,1.5,0.0,TB,QB,,,
Sam Ehlinger,0.0,0.0,31.3,1.7,0.2,33.4,48.6,0.0,0.0,1.7,IND,QB,,,
Malik Cunningham,0.0,0.0,0.0,0.0,4.5,22.5,44.2,0.2,1.3,0.0,NE,QB,,,
Christian McCaffrey,,,,,,246.0,"1,107.0",9.8,0.0,314.3,SF,RB,87.0,685.9,5.4
Austin Ekeler,,,,,,214.4,"1,026.2",11.0,0.6,314.8,LAC,RB,85.0,741.5,5.3
Nick Chubb,,,,,,345.3,"1,709.5",11.0,0.9,276.0,CLE,RB,34.2,303.0,1.7
Derrick Henry,,,,,,337.6,"1,537.7",10.8,1.7,285.8,TEN,RB,39.0,362.9,1.5
Josh Jacobs,,,,,,282.8,"1,443.2",10.7,1.0,285.5,LV,RB,44.0,337.0,1.7
Bijan Robinson,,,,,,304.2,"1,427.5",10.7,1.2,253.8,ATL,RB,49.6,407.1,2.9
Tony Pollard,,,,,,291.4,"1,389.6",11.1,0.0,264.4,DAL,RB,53.2,473.5,3.1
Saquon Barkley,,,,,,305.0,"1,397.2",10.9,0.4,261.0,NYG,RB,54.7,429.4,2.2
Joe Mixon,,,,,,262.7,"1,145.9",9.8,0.5,285.8,CIN,RB,60.6,510.3,2.9
Aaron Jones,,,,,,229.6,"1,158.7",9.3,0.6,270.7,GB,RB,57.3,505.5,3.0
Najee Harris,,,,,,292.0,"1,237.3",8.8,0.5,221.1,PIT,RB,44.0,294.3,3.0
Travis Etienne Jr.,,,,,,257.6,"1,208.2",8.8,1.6,221.5,JAC,RB,40.2,322.7,1.8
Kenneth Walker III,,,,,,271.1,"1,231.2",9.0,0.0,205.0,SEA,RB,29.9,213.7,1.0
Rhamondre Stevenson,,,,,,251.4,"1,125.5",8.1,0.5,218.7,NE,RB,55.0,453.9,2.2
Alexander Mattison,,,,,,250.7,"1,106.4",9.0,0.7,216.0,MIN,RB,37.1,257.6,2.2
James Conner,,,,,,262.2,"1,126.9",7.5,0.5,245.0,ARI,RB,45.2,380.9,1.7
Dameon Pierce,,,,,,291.4,"1,262.3",6.8,1.6,192.9,HOU,RB,37.2,269.0,1.4
Jahmyr Gibbs,,,,,,197.1,925.3,7.5,0.8,205.2,DET,RB,48.2,426.0,2.7
J.K. Dobbins,,,,,,240.0,"1,082.6",8.0,0.0,191.1,BAL,RB,29.0,195.0,3.0
Miles Sanders,,,,,,255.6,"1,184.2",8.1,1.0,191.1,CAR,RB,41.0,297.6,1.3
Breece Hall,,,,,,207.7,987.3,6.1,0.4,198.0,NYJ,RB,43.6,391.1,2.2
Isiah Pacheco,,,,,,236.5,"1,114.7",9.0,1.4,213.8,KC,RB,29.2,250.2,1.3
Cam Akers,,,,,,271.0,"1,201.4",7.0,1.1,185.6,LAR,RB,33.3,279.7,1.6
Jonathan Taylor,,,,,,235.0,"1,218.5",8.7,0.8,244.4,IND,RB,41.2,266.8,1.2
Rachaad White,,,,,,244.7,"1,050.9",6.7,1.4,224.0,TB,RB,55.0,431.8,3.4
David Montgomery,,,,,,223.8,914.9,8.1,0.8,181.6,DET,RB,39.0,351.0,1.6
James Cook,,,,,,192.0,886.3,5.8,0.9,199.4,BUF,RB,43.7,341.3,2.0
Javonte Williams,,,,,,209.1,982.0,6.1,1.1,219.0,DEN,RB,45.0,340.1,2.9
Alvin Kamara,,,,,,188.0,791.2,5.0,0.9,158.2,NO,RB,49.3,448.5,2.3
Khalil Herbert,,,,,,204.7,957.4,5.7,0.0,159.8,CHI,RB,30.4,216.0,1.1
AJ Dillon,,,,,,186.0,808.9,6.6,0.4,178.0,GB,RB,32.0,247.8,1.1
Dalvin Cook,,,,,,227.5,"1,043.3",6.4,1.0,173.3,NYJ,RB,34.5,242.1,1.7
Brian Robinson Jr.,,,,,,249.5,"1,065.5",6.4,0.0,178.6,WAS,RB,25.3,182.2,1.8
D'Andre Swift,,,,,,131.0,681.0,6.0,0.7,187.7,PHI,RB,51.1,474.5,2.2
Raheem Mostert,,,,,,163.0,"1,041.5",6.7,0.6,229.3,MIA,RB,42.4,330.5,1.9
Jamaal Williams,,,,,,185.0,"1,197.8",10.8,0.5,216.9,NO,RB,21.7,158.0,1.2
Samaje Perine,,,,,,189.0,811.0,5.0,0.0,149.9,DEN,RB,36.0,292.4,2.0
Antonio Gibson,,,,,,170.9,684.8,5.2,0.7,164.3,WAS,RB,52.0,396.6,2.0
Rashaad Penny,,,,,,164.0,838.0,7.0,0.5,122.9,PHI,RB,13.0,82.0,0.5
Tyler Allgeier,,,,,,163.6,751.6,5.3,0.0,135.6,ATL,RB,16.8,127.2,0.8
Elijah Mitchell,,,,,,155.0,697.5,5.1,0.0,111.1,SF,RB,16.8,139.2,2.0
Zach Charbonnet,,,,,,151.0,634.0,5.0,0.6,127.8,SEA,RB,26.6,235.2,1.0
Ezekiel Elliott,,,,,,177.6,703.5,5.3,0.4,147.3,NE,RB,20.8,167.6,1.0
Jaylen Warren,,,,,,129.0,601.0,3.3,0.0,108.0,PIT,RB,30.0,258.2,0.9
Damien Harris,,,,,,170.3,698.9,5.0,0.3,122.0,BUF,RB,22.7,177.8,1.1
Chuba Hubbard,,,,,,123.0,764.5,4.9,0.5,152.0,CAR,RB,21.6,218.0,1.0
D'Onta Foreman,,,,,,152.1,834.5,5.8,0.4,129.8,CHI,RB,11.1,80.9,0.5
Kenneth Gainwell,,,,,,130.1,583.9,4.9,0.0,112.3,PHI,RB,28.4,210.4,1.1
Jerick McKinnon,,,,,,81.9,310.5,2.7,0.0,117.3,KC,RB,45.0,363.0,4.0
Devin Singletary,,,,,,146.0,564.3,3.6,0.8,113.0,HOU,RB,27.1,203.2,0.7
De'Von Achane,,,,,,136.0,552.5,4.0,0.4,108.0,MIA,RB,26.0,225.0,1.1
Jeff Wilson Jr.,,,,,,142.1,618.3,5.1,0.7,124.7,MIA,RB,27.0,237.2,1.6
Gus Edwards,,,,,,133.0,638.0,4.8,0.6,98.0,BAL,RB,9.4,82.0,0.4
Tank Bigsby,,,,,,136.0,552.5,3.5,0.4,108.0,JAC,RB,26.5,205.0,1.3
Zack Moss,,,,,,122.0,"1,125.7",7.6,0.2,208.2,IND,RB,26.2,190.6,1.1
Tyjae Spears,,,,,,113.3,440.1,3.0,0.4,82.8,TEN,RB,20.0,188.0,1.0
Kendre Miller,,,,,,123.7,490.2,3.9,0.2,95.4,NO,RB,19.6,195.0,1.0
Kyren Williams,,,,,,108.4,487.8,2.3,0.3,78.9,LAR,RB,23.6,183.4,0.7
Joshua Kelley,,,,,,112.9,456.0,4.1,0.0,93.5,LAC,RB,23.0,163.4,0.7
Cordarrelle Patterson,,,,,,86.5,362.0,4.0,0.0,80.2,ATL,RB,25.9,195.3,1.4
Chase Edmonds,,,,,,100.0,476.0,2.7,0.0,114.9,TB,RB,26.0,209.4,1.1
Jerome Ford,,,,,,114.2,490.0,3.5,0.2,90.0,CLE,RB,19.4,165.7,1.0
Ty Chandler,,,,,,120.0,482.0,4.0,0.1,71.1,MIN,RB,16.2,138.0,1.0
Clyde Edwards-Helaire,,,,,,115.0,432.3,4.0,0.0,92.9,KC,RB,17.9,150.6,2.0
Deon Jackson,,,,,,119.0,392.0,3.0,0.2,121.6,IND,RB,35.8,301.3,2.0
Keaontay Ingram,,,,,,103.0,394.9,3.0,0.0,81.6,ARI,RB,15.3,117.4,0.5
Roschon Johnson,,,,,,123.7,641.0,4.0,0.0,93.6,CHI,RB,14.0,181.9,1.0
Deuce Vaughn,,,,,,108.0,472.0,4.0,0.3,75.4,DAL,RB,17.0,140.0,1.0
Chase Brown,,,,,,94.3,352.4,3.0,0.2,73.6,CIN,RB,28.0,259.0,1.0
Evan Hull,,,,,,100.4,379.8,2.2,0.0,70.2,IND,RB,14.3,140.9,0.6
Latavius Murray,,,,,,88.9,440.3,3.0,0.0,91.9,BUF,RB,15.4,126.6,0.4
Matt Breida,,,,,,66.1,298.7,2.1,0.3,76.2,NYG,RB,17.0,160.8,0.6
Isaiah Spiller,,,,,,72.5,287.6,1.9,0.2,48.6,LAC,RB,9.3,96.8,0.4
Zach Evans,,,,,,76.9,276.7,2.2,0.2,51.4,LAR,RB,13.0,118.0,1.0
Zamir White,,,,,,100.4,427.5,3.1,0.0,76.5,LV,RB,12.4,84.8,0.6
Sean Tucker,,,,,,69.7,247.2,1.4,0.2,51.8,TB,RB,19.4,141.3,0.9
Pierre Strong Jr.,,,,,,87.0,351.8,2.0,0.0,61.2,CLE,RB,12.7,122.0,0.4
Rico Dowdle,,,,,,74.4,318.1,2.7,0.0,54.5,DAL,RB,8.7,63.1,0.5
JaMycal Hasty,,,,,,73.0,319.0,2.0,0.0,67.3,JAC,RB,20.0,136.0,1.0
Trayveon Williams,,,,,,79.0,363.0,1.9,0.2,54.3,CIN,RB,18.1,134.2,0.8
Michael Carter,,,,,,95.6,319.9,1.0,0.0,76.3,NYJ,RB,25.2,198.3,0.9
Ronald Jones II,,,,,,73.4,305.0,2.6,0.0,50.6,DAL,RB,5.4,60.6,0.2
Ke'Shawn Vaughn,,,,,,80.0,293.9,2.0,0.4,53.4,TB,RB,8.5,61.1,0.4
Jordan Mason,,,,,,107.0,592.0,2.0,0.0,62.0,SF,RB,3.9,82.0,0.2
Myles Gaskin,,,,,,43.0,245.9,1.2,0.3,68.1,MIN,RB,19.7,138.7,0.6
Ameer Abdullah,,,,,,69.0,263.0,1.0,0.0,45.0,LV,RB,26.2,225.0,1.1
Chris Rodriguez Jr.,,,,,,40.8,207.7,1.4,0.0,47.6,WAS,RB,16.4,117.5,0.5
Raheem Blackshear,,,,,,37.6,162.4,3.0,0.1,42.5,CAR,RB,17.2,131.5,0.6
Craig Reynolds,,,,,,35.0,164.1,1.5,0.0,49.1,DET,RB,12.3,110.5,0.7
Eric Gray,,,,,,79.0,383.0,2.0,0.1,48.0,NYG,RB,13.0,110.0,1.0
Zonovan Knight,,,,,,56.1,203.1,0.9,0.1,37.5,DET,RB,9.3,70.4,0.3
Chris Evans,,,,,,70.3,268.3,1.3,0.0,46.8,CIN,RB,14.0,104.8,1.0
Melvin Gordon III,,,,,,61.2,280.3,1.7,0.7,75.9,BAL,RB,18.9,163.6,0.7
Owen Wright,,,,,,0.0,145.0,1.1,0.2,32.5,BAL,RB,6.5,41.2,0.2
DeeJay Dallas,,,,,,28.4,230.4,1.4,0.0,70.0,SEA,RB,17.7,162.8,0.7
Malik Davis,,,,,,53.6,191.9,0.0,0.3,34.2,DAL,RB,0.0,66.5,0.0
Hassan Haskins,,,,,,45.9,159.2,0.8,0.1,42.1,TEN,RB,12.8,93.1,0.4
Anthony McFarland Jr.,,,,,,38.5,270.2,1.5,0.0,63.7,PIT,RB,15.0,105.6,0.4
Salvon Ahmed,,,,,,56.4,199.2,1.3,0.0,59.7,MIA,RB,16.5,116.5,0.7
Boston Scott,,,,,,46.1,198.3,2.0,0.0,40.8,PHI,RB,5.9,79.8,0.2
Tyrion Davis-Price,,,,,,61.1,241.5,1.8,0.1,41.4,SF,RB,3.9,78.2,0.2
Jaleel McLaughlin,,,,,,26.6,221.1,2.1,0.1,49.5,DEN,RB,8.6,48.2,0.3
Mike Boone,,,,,,24.0,148.6,0.9,0.0,46.8,HOU,RB,14.0,96.4,0.5
Kene Nwangwu,,,,,,58.1,250.7,2.2,0.0,51.6,MIN,RB,11.4,82.8,0.4
Emari Demercado,,,,,,49.8,208.2,1.5,0.1,41.5,ARI,RB,12.7,92.8,0.4
Kyle Juszczyk,,,,,,12.5,52.6,1.0,0.0,30.3,SF,RB,19.0,199.0,1.0
Ty Montgomery II,,,,,,26.0,60.7,0.5,0.0,33.1,NE,RB,20.8,154.5,0.7
Tyler Badie,,,,,,15.2,146.6,1.1,0.1,48.6,DEN,RB,14.7,101.1,0.5
Gary Brightwell,,,,,,41.3,176.2,1.5,0.0,34.8,NYG,RB,8.0,56.5,0.3
Julius Chestnut,,,,,,32.3,139.1,1.0,0.0,39.1,TEN,RB,19.4,147.4,0.7
Brandon Bolden,,,,,,31.6,136.6,1.2,0.0,38.6,LV,RB,10.5,108.0,1.0
D'Ernest Johnson,,,,,,52.5,233.1,1.0,0.0,39.1,JAC,RB,5.0,66.6,0.2
Travis Homer,,,,,,34.0,197.0,0.7,0.0,48.3,CHI,RB,15.2,149.3,0.7
Tony Jones Jr.,,,,,,38.9,158.7,1.3,0.0,31.1,NO,RB,8.0,57.3,0.3
Israel Abanikanda,,,,,,69.7,247.1,1.0,0.0,45.0,NYJ,RB,2.0,91.7,0.0
Dare Ogunbowale,,,,,,33.0,120.9,1.0,0.0,39.5,HOU,RB,13.0,93.4,0.3
Justice Hill,,,,,,34.0,185.0,1.0,0.0,31.7,BAL,RB,9.7,58.6,0.2
Kenny McIntosh,,,,,,38.0,128.0,1.0,0.0,23.4,SEA,RB,4.0,45.9,0.1
Jason Huntley,,,,,,0.0,78.9,0.5,0.1,20.5,IND,RB,4.7,42.5,0.2
Corey Clement,,,,,,24.9,164.3,1.2,0.0,47.6,ARI,RB,11.4,93.1,0.3
Deneric Prince,,,,,,35.1,113.6,0.5,0.1,21.6,KC,RB,4.5,42.1,0.2
Keaton Mitchell,,,,,,26.6,83.6,0.8,0.1,17.8,BAL,RB,7.6,53.7,0.4
Kevin Harris,,,,,,29.6,97.2,0.7,0.1,18.4,NE,RB,2.9,33.0,0.1
Ty Johnson,,,,,,17.3,83.3,0.5,0.1,36.8,BUF,RB,12.2,105.4,0.5
Jake Funk,,,,,,23.2,101.3,0.7,0.0,18.3,IND,RB,4.4,33.5,0.2
Snoop Conner,,,,,,15.2,144.2,1.0,0.1,23.5,JAC,RB,2.2,15.6,0.1
DeWayne McBride,,,,,,59.7,206.8,0.6,0.0,37.8,MIN,RB,2.0,76.7,0.1
Kirk Merritt,,,,,,9.1,38.8,0.3,0.1,13.2,NO,RB,7.4,58.0,0.3
Alec Ingold,,,,,,5.5,22.0,0.2,0.0,21.1,MIA,RB,17.5,129.1,0.9
Hunter Luepke,,,,,,18.0,79.0,1.0,0.0,18.0,DAL,RB,9.0,70.0,1.0
C.J. Ham,,,,,,8.3,35.2,1.0,0.0,21.6,MIN,RB,14.0,117.0,0.5
Spencer Brown,,,,,,12.0,52.5,0.4,0.1,11.0,CAR,RB,4.0,28.8,0.1
Demetric Felton Jr.,,,,,,15.2,45.1,0.3,0.0,19.7,CIN,RB,6.9,60.6,0.3
Royce Freeman,,,,,,0.0,115.4,0.6,0.0,22.9,LAR,RB,4.2,28.9,0.1
Ronnie Rivers,,,,,,24.0,74.9,0.3,0.0,14.6,LAR,RB,4.6,30.8,0.2
Jason Cabinda,,,,,,9.1,38.8,0.3,0.0,10.4,DET,RB,4.5,33.4,0.3
Patrick Ricard,,,,,,7.4,22.4,0.2,0.0,21.5,BAL,RB,10.5,56.4,0.7
Godwin Igwebuike,,,,,,0.0,7.8,0.1,0.0,14.0,ATL,RB,6.6,47.3,0.2
Elijah Dotson,,,,,,15.7,65.8,0.6,0.0,14.2,LAC,RB,4.5,32.1,0.2
Giovanni Ricci,,,,,,4.7,19.7,0.2,0.0,6.8,CAR,RB,4.1,30.0,0.2
Chris Brooks,,,,,,15.0,45.0,0.3,0.0,9.3,MIA,RB,2.0,16.7,0.1
Reggie Gilliam,,,,,,4.4,18.6,0.2,0.0,12.1,BUF,RB,9.0,65.7,0.5
Emanuel Wilson,,,,,,15.0,45.0,0.0,0.1,9.0,GB,RB,0.0,16.7,0.0
Henry Pearson,,,,,,0.0,13.1,0.1,0.0,8.7,GB,RB,3.7,16.4,0.2
Jakob Johnson,,,,,,12.0,35.7,0.2,0.0,7.9,LV,RB,5.0,27.0,0.2
Adam Prentice,,,,,,4.8,20.5,0.2,0.0,11.8,NO,RB,4.7,28.3,0.2
Patrick Taylor Jr.,,,,,,0.0,76.3,0.7,0.0,15.4,GB,RB,2.1,12.3,0.1
Michael Burton,,,,,,9.4,39.6,0.2,0.0,10.3,DEN,RB,4.6,33.5,0.2
Khari Blasingame,,,,,,5.7,24.2,0.2,0.0,6.3,CHI,RB,3.0,21.4,0.2
Jack Colletto,,,,,,0.0,7.3,0.1,0.0,7.6,SF,RB,3.6,16.3,0.2
Avery Williams,,,,,,5.5,23.1,0.2,0.0,6.3,ATL,RB,3.4,22.0,0.2
Nick Bellore,,,,,,4.4,18.5,0.0,0.0,17.8,SEA,RB,4.5,31.5,0.2
Keith Smith,,,,,,5.5,22.8,0.2,0.0,6.2,ATL,RB,3.4,21.4,0.2
Nick Bawden,,,,,,0.0,2.2,0.1,0.0,5.3,NYJ,RB,2.9,9.2,0.1
La'Mical Perine,,,,,,0.0,0.0,0.0,0.0,0.0,KC,RB,0.0,0.0,0.0
Justin Jefferson,,,,,,4.2,23.5,1.0,0.0,289.8,MIN,WR,124.0,"1,687.8",10.2
Ja'Marr Chase,,,,,,8.8,37.9,0.3,0.0,312.7,CIN,WR,116.8,"1,502.5",11.4
Tyreek Hill,,,,,,10.7,68.8,1.0,0.0,325.6,MIA,WR,120.2,"1,510.0",10.4
Cooper Kupp,,,,,,11.3,198.9,2.7,0.1,313.0,LAR,WR,121.3,"1,441.0",10.4
CeeDee Lamb,,,,,,11.8,79.3,0.6,0.0,324.0,DAL,WR,109.5,"1,548.4",9.9
Davante Adams,,,,,,4.6,25.6,0.3,0.0,250.8,LV,WR,108.1,"1,477.7",10.3
Stefon Diggs,,,,,,2.1,16.0,0.0,0.0,261.2,BUF,WR,111.1,"1,451.4",10.5
